Season 	Guest_star	  URL
1,,Sam McMurray,, http://en.wikipedia.org/wiki/Sam_McMurray  
1,,Ron Taylor,, http://en.wikipedia.org/wiki/Ron_Taylor_%28actor%29  
1,,Albert Brooks[B],, http://en.wikipedia.org/wiki/Albert_Brooks  
1,,Albert Brooks,, http://en.wikipedia.org/wiki/Albert_Brooks  
1,,Sam McMurray,, http://en.wikipedia.org/wiki/Sam_McMurray  
1,,Kelsey Grammer,, http://en.wikipedia.org/wiki/Kelsey_Grammer  
1,,June Foray,, http://en.wikipedia.org/wiki/June_Foray   
1,,Penny Marshall,, http://en.wikipedia.org/wiki/Penny_Marshall  
1,,Paul Willson,, http://en.wikipedia.org/wiki/Paul_Willson   
2,,Harvey Fierstein,, http://en.wikipedia.org/wiki/Harvey_Fierstein  
2,,James Earl Jones,, http://en.wikipedia.org/wiki/James_Earl_Jones  
2,,Tony Bennett,, http://en.wikipedia.org/wiki/Tony_Bennett  
2,,Daryl Coley,, http://en.wikipedia.org/wiki/Daryl_Coley   
2,,Ken Levine,, http://en.wikipedia.org/wiki/Ken_Levine_%28TV_personality%29  
2,,Tom Poston,, http://en.wikipedia.org/wiki/Tom_Poston   
2,,Greg Berg,, http://en.wikipedia.org/wiki/Greg_Berg   
2,,Alex Rocco,, http://en.wikipedia.org/wiki/Alex_Rocco  
2,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
2,,Larry King,, http://en.wikipedia.org/wiki/Larry_King  
2,,Joey Miyashima,, http://en.wikipedia.org/wiki/Joey_Miyashima  
2,,Sab Shimono,, http://en.wikipedia.org/wiki/Sab_Shimono  
2,,George Takei,, http://en.wikipedia.org/wiki/George_Takei  
2,,Diane Tanaka,, http://en.wikipedia.org/w/index.php?
2,,Jon Lovitz,, http://en.wikipedia.org/wiki/Jon_Lovitz  
2,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
2,,Danny DeVito,, http://en.wikipedia.org/wiki/Danny_DeVito  
2,,Tracey Ullman,, http://en.wikipedia.org/wiki/Tracey_Ullman   
2,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
2,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
2,,Audrey Meadows,, http://en.wikipedia.org/wiki/Audrey_Meadows  
2,,Jon Lovitz,, http://en.wikipedia.org/wiki/Jon_Lovitz  
2,,Ringo Starr,, http://en.wikipedia.org/wiki/Ringo_Starr   
2,,Dustin Hoffman[C],, http://en.wikipedia.org/wiki/Dustin_Hoffman  
2,,Cloris Leachman,, http://en.wikipedia.org/wiki/Cloris_Leachman  
2,,Daniel Stern,, http://en.wikipedia.org/wiki/Daniel_Stern_%28actor%29  
3,,Michael Jackson[D],, http://en.wikipedia.org/wiki/Michael_Jackson  
3,,Kipp Lennon,, http://en.wikipedia.org/wiki/Kipp_Lennon   
3,,Lona Williams,, http://en.wikipedia.org/wiki/Lona_Williams  
3,,Neil Patrick Harris,, http://en.wikipedia.org/wiki/Neil_Patrick_Harris  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Joe Mantegna,, http://en.wikipedia.org/wiki/Joe_Mantegna  
3,,Chick Hearn,, http://en.wikipedia.org/wiki/Chick_Hearn   
3,,Magic Johnson,, http://en.wikipedia.org/wiki/Magic_Johnson   
3,,Jon Lovitz,, http://en.wikipedia.org/wiki/Jon_Lovitz  
3,,Jackie Mason,, http://en.wikipedia.org/wiki/Jackie_Mason  
3,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Larry McKay,, http://en.wikipedia.org/w/index.php?
3,,Aerosmith[E],, http://en.wikipedia.org/wiki/Aerosmith   
3,,Steven Tyler,,http://en.wikipedia.org/wiki/Steven_Tyler
3,,Joe Perry,,http://en.wikipedia.org/wiki/Joe_Perry_(musician)
3,,Brad Whitford,,http://en.wikipedia.org/wiki/Brad_Whitford
3,,Tom Hamilton,,http://en.wikipedia.org/wiki/Tom_Hamilton_(musician)
3,,Joey Kramer,,http://en.wikipedia.org/wiki/Joey_Kramer
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Sting,, http://en.wikipedia.org/wiki/Sting_%28musician%29  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Wade Boggs,, http://en.wikipedia.org/wiki/Wade_Boggs   
3,,Jose Canseco,, http://en.wikipedia.org/wiki/Jose_Canseco   
3,,Roger Clemens,, http://en.wikipedia.org/wiki/Roger_Clemens   
3,,Terry Cashman,, http://en.wikipedia.org/wiki/Terry_Cashman   
3,,Ken Griffey, Jr.,, http://en.wikipedia.org/wiki/Ken_Griffey,_Jr.  
3,,Don Mattingly,, http://en.wikipedia.org/wiki/Don_Mattingly   
3,,Steve Sax,, http://en.wikipedia.org/wiki/Steve_Sax   
3,,Mike Scioscia,, http://en.wikipedia.org/wiki/Mike_Scioscia  
3,,Ozzie Smith,, http://en.wikipedia.org/wiki/Ozzie_Smith   
3,,Darryl Strawberry,, http://en.wikipedia.org/wiki/Darryl_Strawberry  
3,,Steve Allen,, http://en.wikipedia.org/wiki/Steve_Allen  
3,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
3,,Beverly D'Angelo,, http://en.wikipedia.org/wiki/Beverly_D%27Angelo  
3,,Kelsey Grammer,, http://en.wikipedia.org/wiki/Kelsey_Grammer  
3,,Christopher Guest,, http://en.wikipedia.org/wiki/Christopher_Guest  
3,,Michael McKean,, http://en.wikipedia.org/wiki/Michael_McKean  
3,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
3,,Kimmy Robertson,, http://en.wikipedia.org/wiki/Kimmy_Robertson  
3,,Danny DeVito,, http://en.wikipedia.org/wiki/Danny_DeVito  
3,,Joe Frazier,, http://en.wikipedia.org/wiki/Joe_Frazier  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Jon Lovitz,, http://en.wikipedia.org/wiki/Jon_Lovitz  
4,,Bob Hope,, http://en.wikipedia.org/wiki/Bob_Hope   
4,,Lona Williams,, http://en.wikipedia.org/wiki/Lona_Williams  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Tom Jones,, http://en.wikipedia.org/wiki/Tom_Jones_%28singer%29  
4,,Sara Gilbert,, http://en.wikipedia.org/wiki/Sara_Gilbert   
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Pamela Reed,, http://en.wikipedia.org/wiki/Pamela_Reed  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Linda Ronstadt,, http://en.wikipedia.org/wiki/Linda_Ronstadt  
4,,Adam West,, http://en.wikipedia.org/wiki/Adam_West  
4,,Elizabeth Taylor,, http://en.wikipedia.org/wiki/Elizabeth_Taylor  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Leonard Nimoy,, http://en.wikipedia.org/wiki/Leonard_Nimoy  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Michael Carrington,, http://en.wikipedia.org/wiki/Michael_Carrington_%28voice_actor%29  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Joyce Brothers,, http://en.wikipedia.org/wiki/Joyce_Brothers  
4,,Brooke Shields,, http://en.wikipedia.org/wiki/Brooke_Shields  
4,,Barry White,, http://en.wikipedia.org/wiki/Barry_White  
4,,David Crosby,, http://en.wikipedia.org/wiki/David_Crosby  
4,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
4,,Johnny Carson,, http://en.wikipedia.org/wiki/Johnny_Carson   
4,,Hugh Hefner,, http://en.wikipedia.org/wiki/Hugh_Hefner   
4,,Bette Midler,, http://en.wikipedia.org/wiki/Bette_Midler   
4,,Luke Perry,, http://en.wikipedia.org/wiki/Luke_Perry   
4,,Red Hot Chili Peppers[F],, http://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers  
4,,Anthony Kiedis,,http://en.wikipedia.org/wiki/Anthony_Kiedis
4,,Flea,,http://en.wikipedia.org/wiki/Flea_(musician)
4,,Arik Marshall,,http://en.wikipedia.org/wiki/Arik_Marshall
4,,Chad Smith,,http://en.wikipedia.org/wiki/Chad_Smith
4,,Elizabeth Taylor,, http://en.wikipedia.org/wiki/Elizabeth_Taylor  
4,,Barry White,, http://en.wikipedia.org/wiki/Barry_White  
5,,David Crosby,, http://en.wikipedia.org/wiki/David_Crosby  
5,,The Dapper Dans[G],, http://en.wikipedia.org/wiki/The_Dapper_Dans  
5,,George Harrison,, http://en.wikipedia.org/wiki/George_Harrison  
5,,Kelsey Grammer,, http://en.wikipedia.org/wiki/Kelsey_Grammer  
5,,Ramones[H],, http://en.wikipedia.org/wiki/Ramones   
5,,Joey Ramone,,http://en.wikipedia.org/wiki/Joey_Ramone
5,,Johnny Ramone,, http://en.wikipedia.org/wiki/Johnny_Ramone
5,,C. J. Ramone,,http://en.wikipedia.org/wiki/C._J._Ramone
5,,Marky Ramone,,http://en.wikipedia.org/wiki/Marky_Ramone
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
5,,George Fenneman,, http://en.wikipedia.org/wiki/George_Fenneman  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Pamela Reed,, http://en.wikipedia.org/wiki/Pamela_Reed  
5,,Albert Brooks,, http://en.wikipedia.org/wiki/Albert_Brooks  
5,,James Brown,, http://en.wikipedia.org/wiki/James_Brown   
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Ernest Borgnine,, http://en.wikipedia.org/wiki/Ernest_Borgnine  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Werner Klemperer,, http://en.wikipedia.org/wiki/Werner_Klemperer  
5,,Michelle Pfeiffer,, http://en.wikipedia.org/wiki/Michelle_Pfeiffer  
5,,Gerry Cooney,, http://en.wikipedia.org/wiki/Gerry_Cooney   
5,,Robert Goulet,, http://en.wikipedia.org/wiki/Robert_Goulet   
5,,Sam Neill,, http://en.wikipedia.org/wiki/Sam_Neill   
5,,Conan O'Brien,, http://en.wikipedia.org/wiki/Conan_O%27Brien  
5,,Michael Carrington,, http://en.wikipedia.org/wiki/Michael_Carrington_%28voice_actor%29  
5,,James Woods,, http://en.wikipedia.org/wiki/James_Woods   
5,,Kathleen Turner,, http://en.wikipedia.org/wiki/Kathleen_Turner  
5,,Buzz Aldrin,, http://en.wikipedia.org/wiki/Buzz_Aldrin   
5,,James Taylor,, http://en.wikipedia.org/wiki/James_Taylor   
5,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Frank Welker,, http://en.wikipedia.org/wiki/Frank_Welker  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
5,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
6,,Winona Ryder,, http://en.wikipedia.org/wiki/Winona_Ryder   
6,,Henry Corden,, http://en.wikipedia.org/wiki/Henry_Corden   
6,,Dr. Demento,, http://en.wikipedia.org/wiki/Dr._Demento   
6,,Kelsey Grammer,, http://en.wikipedia.org/wiki/Kelsey_Grammer  
6,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
6,,Larry King,, http://en.wikipedia.org/wiki/Larry_King  
6,,James Earl Jones,, http://en.wikipedia.org/wiki/James_Earl_Jones  
6,,Meryl Streep,, http://en.wikipedia.org/wiki/Meryl_Streep   
6,,Dennis Franz,, http://en.wikipedia.org/wiki/Dennis_Franz   
6,,Phil Hartman,, http://en.wikipedia.org/wiki/Phil_Hartman  
6,,Anne Bancroft,, http://en.wikipedia.org/wiki/Anne_Bancroft   
6,,Ted Danson,, http://en.wikipedia.org/wiki/Ted_Danson   
6,,Woody Harrelson,, http://en.wikipedia.org/wiki/Woody_Harrelson  
6,,John Ratzenberger,, http://en.wikipedia.org/wiki/John_Ratzenberger  
6,,Rhea Perlman,, http://en.wikipedia.org/wiki/Rhea_Perlman   
6,,George Wendt,, http://en.wikipedia.org/wiki/George_Wendt   
6,,Patrick Stewart,, http://en.wikipedia.org/wiki/Patrick_Stewart  
6,,Dick Cavett,, http://en.wikipedia.org/wiki/Dick_Cavett   
6,,Joe Mantegna,, http://en.wikipedia.org/wiki/Joe_Mantegna  
